Taxon_orig,Taxon_orig.authority,中文名,拉丁名,科名,大类,保护等级,href,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,resolved_match_type,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_status,clonality,clonal_means,clonal_type,source,refs,c_score,s_score,r_score,n.prov,invasion_level
Stellaria aquatica,(L.) Scop.,鹅肠菜,Myosoton aquaticum,石竹科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/251,Exact (with author),FALSE,1,0,2482222,Stellaria aquatica,(L.) Scop.,Species,Accepted,NA,159056-1,2482222,0,10,Exact (with author),2482222,159056-1,Species,Accepted,Caryophyllaceae,NA,Stellaria,NA,aquatica,NA,NA,L.,Scop.,NA,Fl. Carniol.,", ed. 2, 1: 319",-1771,NA,Temp. Eurasia,perennial,temperate,Stellaria aquatica,(L.) Scop.,2482222,2709926,NA,NA,2482232,159056-1,NA,N,Matched to an accepted name,clonal,Rhizome/Stolon,both,CLO-PLA3,wang et al. 2016,24.86156808508008,0,75.13843191491992,NA,4
Cerastium glomeratum,Thuill.,球序卷耳,Cerastium glomeratum,石竹科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/252,Exact (with author),FALSE,1,0,2710370,Cerastium glomeratum,Thuill.,Species,Accepted,NA,152274-1,2710370,0,7,Exact (with author),2710370,152274-1,Species,Accepted,Caryophyllaceae,NA,Cerastium,NA,glomeratum,NA,NA,NA,Thuill.,NA,Fl. Env. Paris,", ed. 2: 226",-1799,NA,"Europe, Macaronesia to Assam",annual,temperate,Cerastium glomeratum,Thuill.,2710370,NA,NA,NA,2709843,152274-1,NA,N,Matched to an accepted name,clonal,Root-splitter,belowground,CLO-PLA3,wang et al. 2016,15.999187318390137,0.5732818979765945,83.42753078363327,20,4
Chenopodium glaucum,L.,灰绿藜,Chenopodium glaucum,苋科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/256,Exact (with author),FALSE,1,0,2717355,Chenopodium glaucum,L.,Species,Synonym,TRUE,164954-1,2914527,0,2,Exact (with author),2914527,77121014-1,Species,Accepted,Amaranthaceae,NA,Oxybasis,NA,glauca,NA,NA,L.,"S.Fuentes, Uotila & Borsch",NA,Willdenowia,42:15:00,-2012,NA,"Temp. Eurasia, Australia",annual,temperate,Oxybasis glauca,"(L.) S.Fuentes, Uotila & Borsch",2914527,2717355,NA,NA,2392552,77121014-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,24.278812149713303,0,75.7211878502867,34,4
Salsola tragus,L.,刺沙蓬,Salsola tragus,苋科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/260,Exact (with author),FALSE,1,0,2484161,Salsola tragus,L.,Species,Accepted,NA,307757-2,2484161,0,2,Exact (with author),2484161,307757-2,Species,Accepted,Amaranthaceae,NA,Salsola,NA,tragus,NA,NA,NA,L.,NA,Cent. Pl. II,: 13,-1756,NA,Europe to Siberia and Korea,annual,temperate,Salsola tragus,L.,2484161,NA,NA,NA,2480904,307757-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,7.64700085046579,49.29,43.062999149534214,NA,4
Amaranthus blitoides,S. Watson,北美苋,Amaranthus blitoides,苋科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/264,Exact (without author),FALSE,1,0,2632706,Amaranthus blitoides,S.Watson,Species,Accepted,NA,10615-2,2632706,1,6,Exact (without author),2632706,10615-2,Species,Accepted,Amaranthaceae,NA,Amaranthus,NA,blitoides,NA,NA,NA,S.Watson,NA,Proc. Amer. Acad. Arts,0.689583333,-1877,NA,C. & EC. U.S.A.,annual,temperate,Amaranthus blitoides,S.Watson,2632706,NA,NA,NA,2632636,10615-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,14,4
Amaranthus tricolor,L.,苋,Amaranthus tricolor,苋科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/277,Exact (with author),FALSE,1,0,2633132,Amaranthus tricolor,L.,Species,Accepted,NA,327386-2,2633132,0,2,Exact (with author),2633132,327386-2,Species,Accepted,Amaranthaceae,NA,Amaranthus,NA,tricolor,NA,NA,NA,L.,NA,Sp. Pl.,: 989,-1753,NA,Trop. Asia,annual,seasonally dry tropical,Amaranthus tricolor,L.,2633132,NA,NA,NA,2632636,327386-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,34,4
Mirabilis jalapa,L.,紫茉莉,Mirabilis jalapa,紫茉莉科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/288,Exact (with author),FALSE,1,0,2502156,Mirabilis jalapa,L.,Species,Accepted,NA,162591-2,2502156,0,2,Exact (with author),2502156,162591-2,Species,Accepted,Nyctaginaceae,NA,Mirabilis,NA,jalapa,NA,NA,NA,L.,NA,Sp. Pl.,: 177,-1753,NA,Mexico to C. America,perennial,subtropical,Mirabilis jalapa,L.,2502156,NA,NA,NA,2502216,162591-2,NA,N,Matched to an accepted name,clonal,Tuberous root,belowground,Flora of China,wang et al. 2016,46.38585813137573,0,53.61414186862427,27,4
Talinum paniculatum,(Jacq.) Gaertn.,土人参,Talinum paniculatum,土人参科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/293,Exact (with author),FALSE,1,0,2513509,Talinum paniculatum,(Jacq.) Gaertn.,Species,Accepted,NA,1007146-2,2513509,0,15,Exact (with author),2513509,1007146-2,Species,Accepted,Talinaceae,NA,Talinum,NA,paniculatum,NA,NA,Jacq.,Gaertn.,NA,Fruct. Sem. Pl.,0.235416667,-1791,NA,Trop. & Subtrop. America,perennial,seasonally dry tropical,Talinum paniculatum,(Jacq.) Gaertn.,2513509,2566668,NA,NA,2513126,1007146-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,23,4
Datura metel,L.,洋金花,Datura metel,茄科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/338,Exact (with author),TRUE,1,0,2757816,Datura metel,L.,Species,Accepted,NA,314739-2,2757816,0,2,Exact (with author),2757816,314739-2,Species,Accepted,Solanaceae,NA,Datura,NA,metel,NA,NA,NA,L.,NA,Sp. Pl.,: 179,-1753,NA,Texas to Colombia,annual,seasonally dry tropical,Datura metel,L.,2757816,NA,NA,NA,2757749,314739-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,32,4
Physalis angulata,L.,苦蘵,Physalis angulata,茄科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/357,Exact (with author),FALSE,1,0,2549815,Physalis angulata,L.,Species,Accepted,NA,195334-2,2549815,0,2,Exact (with author),2549815,195334-2,Species,Accepted,Solanaceae,NA,Physalis,NA,angulata,NA,NA,NA,L.,NA,Sp. Pl.,: 183,-1753,NA,Trop. & Subtrop. America,annual,subtropical,Physalis angulata,L.,2549815,NA,NA,NA,2549871,195334-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,29,4
Physalis philadelphica,Lam.,毛酸浆,Physalis philadelphica,茄科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/361,Exact (with author),FALSE,1,0,2549657,Physalis philadelphica,Lam.,Species,Accepted,NA,817532-1,2549657,0,4,Exact (with author),2549657,817532-1,Species,Accepted,Solanaceae,NA,Physalis,NA,philadelphica,NA,NA,NA,Lam.,NA,Encycl.,0.153472222,-1786,NA,"Mexico to C. America, Cuba to Haiti",annual,temperate,Physalis philadelphica,Lam.,2549657,NA,NA,NA,2549871,817532-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,15,4
Mecardonia procumbens,(Mill.) Small,黄花假马齿,Mecardonia procumbens,车前科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/363,Exact (with author),FALSE,1,0,2507178,Mecardonia procumbens,(Mill.) Small,Species,Accepted,NA,155661-2,2507178,0,13,Exact (with author),2507178,155661-2,Species,Accepted,Plantaginaceae,NA,Mecardonia,NA,procumbens,NA,NA,Mill.,Small,NA,Fl. S.E. U.S.,: 1065,-1903,NA,Trop. & Subtrop. America,annual or biennial,seasonally dry tropical,Mecardonia procumbens,(Mill.) Small,2507178,2795384,NA,NA,2507411,155661-2,NA,N,Matched to an accepted name,NA,NA,NA,NA,wang et al. 2016,NA,NA,NA,NA,4
Veronica arvensis,L.,直立婆婆纳,Veronica arvensis,车前科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/368,Exact (with author),FALSE,1,0,2454017,Veronica arvensis,L.,Species,Accepted,NA,811649-1,2454017,0,2,Exact (with author),2454017,811649-1,Species,Accepted,Plantaginaceae,NA,Veronica,NA,arvensis,NA,NA,NA,L.,NA,Sp. Pl.,: 13,-1753,NA,"Macaronesia, NW. Africa, Europe to SW. Siberia and W. Himalaya",annual,temperate,Veronica arvensis,L.,2454017,NA,NA,NA,2453946,811649-1,NA,N,Matched to an accepted name,clonal,Stolon,aboveground,"Wu HL, 2006",wang et al. 2016,9.578791178304614,0,90.4212088216954,17,4
Veronica peregrina,L.,蚊母草,Veronica peregrina,车前科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/370,Exact (with author),FALSE,1,0,2463306,Veronica peregrina,L.,Species,Accepted,NA,812460-1,2463306,0,2,Exact (with author),2463306,812460-1,Species,Accepted,Plantaginaceae,NA,Veronica,NA,peregrina,NA,NA,NA,L.,NA,Sp. Pl.,: 14,-1753,NA,New World,annual,temperate,Veronica peregrina,L.,2463306,NA,NA,NA,2453946,812460-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,3.4515684037669123,0,96.54843159623309,23,4
Veronica polita,Fries,婆婆纳,Veronica polita,车前科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/372,Exact (without author),FALSE,1,0,2463009,Veronica polita,Fr.,Species,Accepted,NA,812496-1,2463009,3,2,Exact (without author),2463009,812496-1,Species,Accepted,Plantaginaceae,NA,Veronica,NA,polita,NA,NA,NA,Fr.,NA,Novit. Fl. Svec.,: 63,-1819,", nom. cons.","Europe to C. Asia and W. Himalaya, Canary Is. to N. Somalia",annual,temperate,Veronica polita,Fr.,2463009,NA,NA,NA,2453946,812496-1,NA,N,Matched to an accepted name,clonal,Stolon,aboveground,"Wu HL, 2006",wang et al. 2016,9.504867239415727,0,90.49513276058428,NA,4
Sonchus asper,(L.) Hill,花叶滇苦菜,Sonchus asper,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/410,Exact (with author),FALSE,1,0,3062510,Sonchus asper,(L.) Hill,Species,Accepted,NA,1003017-2,3062510,0,9,Exact (with author),3062510,1003017-2,Species,Accepted,Asteraceae,NA,Sonchus,NA,asper,NA,NA,L.,Hill,NA,Herb. Brit.,1:47,-1769,NA,"Temp. Eurasia, N. Africa to Sahel and Somalia",annual,temperate,Sonchus asper,(L.) Hill,3062510,2929066,NA,NA,3134215,1003017-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,58.32242601090795,0,41.67757398909205,30,4
Sonchus oleraceus,L.,苦苣菜,Sonchus oleraceus,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/411,Exact (with author),FALSE,1,0,2929055,Sonchus oleraceus,L.,Species,Accepted,NA,250268-1,2929055,0,2,Exact (with author),2929055,250268-1,Species,Accepted,Asteraceae,NA,Sonchus,NA,oleraceus,NA,NA,NA,L.,NA,Sp. Pl.,: 794,-1753,NA,"Macaronesia, Europe to Medit., Sahara to Arabian Pen.",annual or biennial,temperate,Sonchus oleraceus,L.,2929055,NA,NA,NA,3134215,250268-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,56.26994303440676,0,43.73005696559324,34,4
Sonchus wightianus,DC.,苣荬菜,Sonchus arvensis,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/412,Exact (with author),FALSE,1,0,3062759,Sonchus wightianus,DC.,Species,Accepted,NA,250399-1,3062759,0,3,Exact (with author),3062759,250399-1,Species,Accepted,Asteraceae,NA,Sonchus,NA,wightianus,NA,NA,NA,DC.,NA,Prodr.,0.421527778,-1838,NA,Afghanistan to China and W. Malesia,perennial,temperate,Sonchus wightianus,DC.,3062759,NA,NA,NA,3134215,250399-1,NA,N,Matched to an accepted name,NA,NA,NA,NA,wang et al. 2016,NA,NA,NA,NA,4
Taraxacum officinale,F. H. Wigg.,药用蒲公英,Taraxacum officinale,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/417,Exact (without author),FALSE,1,0,3137644,Taraxacum officinale,F.H.Wigg.,Species,Synonym,NA,1003018-2,2916959,2,5,Exact (without author),2916959,254151-1,Species,Accepted,Asteraceae,NA,Taraxacum,NA,sect. Taraxacum,NA,NA,NA,F.H.Wigg.,NA,NA,NA,NA,NA,"Macaronesia, Europe to Siberia, NW. Africa",perennial,temperate,Taraxacum sect. Taraxacum,F.H.Wigg.,2916959,NA,NA,NA,3134293,254151-1,NA,N,Matched to an accepted name,clonal,Root turion/Root-splitter,belowground,CLO-PLA3,wang et al. 2016,NA,NA,NA,18,4
Senecio vulgaris,L.,欧洲千里光,Senecio vulgaris,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/423,Exact (with author),FALSE,1,0,3082278,Senecio vulgaris,L.,Species,Accepted,NA,248251-1,3082278,0,2,Exact (with author),3082278,248251-1,Species,Accepted,Asteraceae,NA,Senecio,NA,vulgaris,NA,NA,NA,L.,NA,Sp. Pl.,: 867,-1753,NA,"Macaronesia, Europe to China and Arabian Pen.",annual,temperate,Senecio vulgaris,L.,3082278,NA,NA,NA,3133705,248251-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,26.13448658926221,0,73.8655134107378,24,4
Cosmos bipinnatus,Cav.,秋英,Cosmos bipinnatus,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/464,Exact (with author),FALSE,1,0,2926450,Cosmos bipinnatus,Cav.,Species,Accepted,NA,198320-1,2926450,0,4,Exact (with author),2926450,198320-1,Species,Accepted,Asteraceae,NA,Cosmos,NA,bipinnatus,NA,NA,NA,Cav.,NA,Icon.,1:10,-1791,NA,Mexico,annual,temperate,Cosmos bipinnatus,Cav.,2926450,NA,NA,NA,3133845,198320-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,27,4
Cosmos sulphureus,Cav.,硫磺菊,Cosmos sulphureus,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/465,Exact (with author),FALSE,1,0,3117604,Cosmos sulphureus,Cav.,Species,Accepted,NA,198368-1,3117604,0,4,Exact (with author),3117604,198368-1,Species,Accepted,Asteraceae,NA,Cosmos,NA,sulphureus,NA,NA,NA,Cav.,NA,Icon.,1:56,-1791,NA,Mexico to C. America,annual,seasonally dry tropical,Cosmos sulphureus,Cav.,3117604,NA,NA,NA,3133845,198368-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,14,4
Tagetes erecta,L.,万寿菊,Tagetes erecta,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/475,Exact (with author),FALSE,1,0,2929143,Tagetes erecta,L.,Species,Accepted,NA,252092-1,2929143,0,2,Exact (with author),2929143,252092-1,Species,Accepted,Asteraceae,NA,Tagetes,NA,erecta,NA,NA,NA,L.,NA,Sp. Pl.,: 887,-1753,NA,Mexico to Guatemala,annual,subtropical,Tagetes erecta,L.,2929143,NA,NA,NA,3133696,252092-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,NA,4
Zinnia peruviana,L.,多花百日菊,Zinnia peruviana,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/494,Exact (without author),FALSE,1,0,3124740,Zinnia peruviana,(L.) L.,Species,Accepted,NA,261363-1,3124740,5,2,Exact (without author),3124740,261363-1,Species,Accepted,Asteraceae,NA,Zinnia,NA,peruviana,NA,NA,L.,L.,NA,"Syst. Nat., ed. 10.",0.93125,-1759,NA,S. U.S.A. to Venezuela and N. Argentina,annual,seasonally dry tropical,Zinnia peruviana,(L.) L.,3124740,3124719,NA,NA,3133173,261363-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,38.2402049615833,34.055,27.7047950384167,NA,4
Eclipta prostrata,(L.) L.,鳢肠,Eclipta prostrata,菊科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/498,Exact (with author),FALSE,1,0,2901074,Eclipta prostrata,(L.) L.,Species,Accepted,NA,1186403-2,2901074,0,7,Exact (with author),2901074,1186403-2,Species,Accepted,Asteraceae,NA,Eclipta,NA,prostrata,NA,NA,L.,L.,NA,Mant. Pl.,0.281944444,-1771,NA,Temp. & Subtrop. America,annual or perennial,temperate,Eclipta prostrata,(L.) L.,2901074,2901073,NA,NA,3133730,1186403-2,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,NA,4
Cyclospermum leptophyllum,(Pers.) Sprague ex Britton & P. Wilson,细叶旱芹,Cyclospermum leptophyllum,伞形科,被子植物,4 级（一般入侵,https://www.plantplus.cn/ias/info/521,Exact (without author),FALSE,1,0,2750155,Cyclospermum leptophyllum,(Pers.) Sprague ex Britton & P.Wilson,Species,Accepted,NA,840899-1,2750155,1,31,Exact (without author),2750155,840899-1,Species,Accepted,Apiaceae,NA,Cyclospermum,NA,leptophyllum,NA,NA,Pers.,Sprague ex Britton & P.Wilson,NA,Sci. Surv. Porto Rico & Virgin Islands,6:52,-1925,NA,Mexico to S. Trop. America,annual,seasonally dry tropical,Cyclospermum leptophyllum,(Pers.) Sprague ex Britton & P.Wilson,2750155,2403200,NA,NA,2750151,840899-1,NA,N,Matched to an accepted name,non-clonal,NA,NA,NA,wang et al. 2016,NA,NA,NA,20,4
